"","English.Word","Emotion","Emotion.Intensity.Score","Spanish.Word","negativas","positivas","intensidad"
"1045","disused","anger",0.382,"en desuso",-0.382,0,-0.382
"1046","despair","anger",0.382,"desesperación",-0.382,0,-0.382
"1047","immorality","anger",0.382,"inmoralidad",-0.382,0,-0.382
"1048","coerce","anger",0.379,"obligar",-0.379,0,-0.379
"1049","firstworldprobs","anger",0.379,"problemas del primer mundo",-0.379,0,-0.379
"1050","touchy","anger",0.379,"quisquilloso",-0.379,0,-0.379
"1051","pokes","anger",0.379,"pincha",-0.379,0,-0.379
"1052","falsification","anger",0.379,"falsificación",-0.379,0,-0.379
"1053","rifle","anger",0.379,"rifle",-0.379,0,-0.379
"1054","sizzle","anger",0.379,"chisporrotear",-0.379,0,-0.379
"1055","incurable","anger",0.379,"incurable",-0.379,0,-0.379
"1056","difficulty","anger",0.379,"dificultad",-0.379,0,-0.379
"1057","sore","anger",0.379,"doloroso",-0.379,0,-0.379
"1058","picket","anger",0.378,"piquete",-0.378,0,-0.378
"1059","concussion","anger",0.377,"concusión",-0.377,0,-0.377
"1060","stuckup","anger",0.375,"pegado para arriba",-0.375,0,-0.375
"1061","militia","anger",0.375,"milicia",-0.375,0,-0.375
"1062","rawr","anger",0.375,"crudo",-0.375,0,-0.375
"1063","faulty","anger",0.375,"defectuoso",-0.375,0,-0.375
"1064","sly","anger",0.375,"astuto",-0.375,0,-0.375
"1065","disillusionment","anger",0.375,"desilusión",-0.375,0,-0.375
"1066","petpeeve","anger",0.375,"molestia",-0.375,0,-0.375
"1067","pitfall","anger",0.375,"trampa",-0.375,0,-0.375
"1068","infantile","anger",0.375,"infantil",-0.375,0,-0.375
"1069","pessimism","anger",0.375,"pesimismo",-0.375,0,-0.375
"1070","remand","anger",0.375,"preventivo",-0.375,0,-0.375
"1071","cannon","anger",0.375,"cañón",-0.375,0,-0.375
"1072","vindicate","anger",0.371,"vindicar",-0.371,0,-0.371
"1073","inhibit","anger",0.371,"inhibir",-0.371,0,-0.371
"1074","distressing","anger",0.371,"angustioso",-0.371,0,-0.371
"1075","nepotism","anger",0.371,"nepotismo",-0.371,0,-0.371
"1076","schizophrenia","anger",0.369,"esquizofrenia",-0.369,0,-0.369
"1077","skewed","anger",0.368,"sesgado",-0.368,0,-0.368
"1078","disreputable","anger",0.368,"de mala fama",-0.368,0,-0.368
"1079","forbidding","anger",0.368,"amenazante",-0.368,0,-0.368
"1080","conquest","anger",0.367,"conquista",-0.367,0,-0.367
"1081","bark","anger",0.365,"ladrar",-0.365,0,-0.365
"1082","leukemia","anger",0.365,"leucemia",-0.365,0,-0.365
"1083","disapprove","anger",0.364,"desaprobar",-0.364,0,-0.364
"1084","warrior","anger",0.364,"guerrero",-0.364,0,-0.364
"1085","barks","anger",0.364,"ladra",-0.364,0,-0.364
"1086","retarded","anger",0.364,"retrasado",-0.364,0,-0.364
"1087","unhappy","anger",0.364,"infeliz",-0.364,0,-0.364
"1088","burke","anger",0.364,"burke",-0.364,0,-0.364
"1089","challenge","anger",0.364,"desafío",-0.364,0,-0.364
"1090","belt","anger",0.364,"cinturón",-0.364,0,-0.364
"1091","litigate","anger",0.359,"litigar",-0.359,0,-0.359
"1092","paucity","anger",0.359,"escasez",-0.359,0,-0.359
"1093","opinionated","anger",0.359,"dogmático",-0.359,0,-0.359
"1094","disliked","anger",0.359,"disgustado",-0.359,0,-0.359
"1095","aftermath","anger",0.359,"secuelas",-0.359,0,-0.359
"1096","restriction","anger",0.359,"restricción",-0.359,0,-0.359
"1097","cad","anger",0.359,"canalla",-0.359,0,-0.359
"1098","incompetence","anger",0.359,"incompetencia",-0.359,0,-0.359
"1099","loudness","anger",0.359,"volumen",-0.359,0,-0.359
"1100","broken","anger",0.359,"roto",-0.359,0,-0.359
"1101","polemic","anger",0.359,"polémica",-0.359,0,-0.359
"1102","sectarian","anger",0.359,"sectario",-0.359,0,-0.359
"1103","controversial","anger",0.359,"controversial",-0.359,0,-0.359
"1104","interrupting","anger",0.358,"interrumpiendo",-0.358,0,-0.358
"1105","fussy","anger",0.357,"exigente",-0.357,0,-0.357
"1106","wench","anger",0.353,"moza",-0.353,0,-0.353
"1107","remove","anger",0.351,"retirar",-0.351,0,-0.351
"1108","brat","anger",0.351,"palo de golf",-0.351,0,-0.351
"1109","gruff","anger",0.351,"brusco",-0.351,0,-0.351
"1110","misbehavior","anger",0.351,"mal comportamiento",-0.351,0,-0.351
"1111","scarcity","anger",0.35,"escasez",-0.35,0,-0.35
"1112","losing","anger",0.349,"perdiendo",-0.349,0,-0.349
"1113","stigma","anger",0.348,"estigma",-0.348,0,-0.348
"1114","deserted","anger",0.348,"abandonado",-0.348,0,-0.348
"1115","timewasters","anger",0.348,"perdedores de tiempo",-0.348,0,-0.348
"1116","disagreement","anger",0.348,"desacuerdo",-0.348,0,-0.348
"1117","defect","anger",0.348,"defecto",-0.348,0,-0.348
"1118","hardened","anger",0.348,"curtido",-0.348,0,-0.348
"1119","lie","anger",0.348,"mentir",-0.348,0,-0.348
"1120","ulcer","anger",0.348,"úlcera",-0.348,0,-0.348
"1121","retract","anger",0.348,"retraer",-0.348,0,-0.348
"1122","untrustworthy","anger",0.348,"indigno de confianza",-0.348,0,-0.348
"1123","pest","anger",0.348,"parásito",-0.348,0,-0.348
"1124","disappointed","anger",0.348,"decepcionado",-0.348,0,-0.348
"1125","bias","anger",0.345,"parcialidad",-0.345,0,-0.345
"1126","negation","anger",0.344,"negación",-0.344,0,-0.344
"1127","bothering","anger",0.344,"molesto",-0.344,0,-0.344
"1128","stripped","anger",0.344,"despojado",-0.344,0,-0.344
"1129","antisocial","anger",0.344,"antisocial",-0.344,0,-0.344
"1130","pirate","anger",0.344,"pirata",-0.344,0,-0.344
"1131","stingy","anger",0.344,"tacaño",-0.344,0,-0.344
"1132","shoddy","anger",0.344,"pacotilla",-0.344,0,-0.344
"1133","unreliable","anger",0.344,"no fidedigno",-0.344,0,-0.344
"1134","shaky","anger",0.344,"tembloroso",-0.344,0,-0.344
"1135","misleading","anger",0.344,"engañoso",-0.344,0,-0.344
"1136","unsettled","anger",0.344,"inestable",-0.344,0,-0.344
"1137","evade","anger",0.344,"evadir",-0.344,0,-0.344
"1138","anxiety","anger",0.344,"ansiedad",-0.344,0,-0.344
"1139","disclaim","anger",0.344,"negar",-0.344,0,-0.344
"1140","deterioration","anger",0.344,"deterioro",-0.344,0,-0.344
"1141","impotence","anger",0.344,"impotencia",-0.344,0,-0.344
"1142","interminable","anger",0.343,"interminable",-0.343,0,-0.343
"1143","disease","anger",0.341,"enfermedad",-0.341,0,-0.341
"1144","meddle","anger",0.341,"entrometerse",-0.341,0,-0.341
"1145","warp","anger",0.34,"deformación",-0.34,0,-0.34
"1146","averse","anger",0.338,"contrario",-0.338,0,-0.338
"1147","infamous","anger",0.338,"infame",-0.338,0,-0.338
"1148","alcoholism","anger",0.338,"alcoholismo",-0.338,0,-0.338
"1149","row","anger",0.337,"fila",-0.337,0,-0.337
"1150","staticky","anger",0.336,"estático",-0.336,0,-0.336
"1151","illegitimate","anger",0.333,"ilegítimo",-0.333,0,-0.333
"1152","encumbrance","anger",0.333,"gravamen",-0.333,0,-0.333
"1153","witchcraft","anger",0.333,"brujería",-0.333,0,-0.333
"1154","interrupt","anger",0.333,"interrumpir",-0.333,0,-0.333
"1155","scorpion","anger",0.333,"escorpión",-0.333,0,-0.333
"1156","ill","anger",0.333,"enfermo",-0.333,0,-0.333
"1157","sinner","anger",0.331,"pecador",-0.331,0,-0.331
"1158","inconsiderate","anger",0.329,"desconsiderado",-0.329,0,-0.329
"1159","hulk","anger",0.329,"casco",-0.329,0,-0.329
"1160","prohibited","anger",0.328,"prohibido",-0.328,0,-0.328
"1161","dashed","anger",0.328,"punteado",-0.328,0,-0.328
"1162","brrr","anger",0.328,"brrr",-0.328,0,-0.328
"1163","fib","anger",0.328,"mentira",-0.328,0,-0.328
"1164","disqualified","anger",0.328,"descalificado",-0.328,0,-0.328
"1165","spammers","anger",0.328,"spammers",-0.328,0,-0.328
"1166","phony","anger",0.328,"falso",-0.328,0,-0.328
"1167","tighten","anger",0.328,"apretar",-0.328,0,-0.328
"1168","dislocated","anger",0.328,"dislocado",-0.328,0,-0.328
"1169","scapegoat","anger",0.328,"chivo expiatorio",-0.328,0,-0.328
"1170","victim","anger",0.328,"víctima",-0.328,0,-0.328
"1171","opponent","anger",0.328,"adversario",-0.328,0,-0.328
"1172","hiss","anger",0.328,"silbido",-0.328,0,-0.328
"1173","crusade","anger",0.328,"cruzada",-0.328,0,-0.328
"1174","grumpy","anger",0.328,"gruñón",-0.328,0,-0.328
"1175","resisting","anger",0.328,"resistiendo",-0.328,0,-0.328
"1176","inappropriate","anger",0.324,"inadecuado",-0.324,0,-0.324
"1177","haye","anger",0.324,"hey",-0.324,0,-0.324
"1178","loss","anger",0.324,"pérdida",-0.324,0,-0.324
"1179","trickery","anger",0.324,"astucia",-0.324,0,-0.324
"1180","eschew","anger",0.324,"evitar",-0.324,0,-0.324
"1181","neglected","anger",0.324,"descuidado",-0.324,0,-0.324
"1182","canker","anger",0.323,"llaga gangrenosa",-0.323,0,-0.323
"1183","muff","anger",0.318,"manguito",-0.318,0,-0.318
"1184","crunch","anger",0.318,"crujido",-0.318,0,-0.318
"1185","duplicity","anger",0.318,"duplicidad",-0.318,0,-0.318
"1186","criticism","anger",0.318,"crítica",-0.318,0,-0.318
"1187","queues","anger",0.318,"colas",-0.318,0,-0.318
"1188","shriek","anger",0.316,"grito",-0.316,0,-0.316
"1189","depreciate","anger",0.315,"depreciar",-0.315,0,-0.315
"1190","dismissal","anger",0.312,"despido",-0.312,0,-0.312
"1191","chaff","anger",0.312,"paja",-0.312,0,-0.312
"1192","dramaqueen","anger",0.312,"reina del drama",-0.312,0,-0.312
"1193","poverty","anger",0.312,"pobreza",-0.312,0,-0.312
"1194","carelessness","anger",0.312,"descuido",-0.312,0,-0.312
"1195","deflate","anger",0.312,"desinflar",-0.312,0,-0.312
"1196","dumps","anger",0.312,"deshecho",-0.312,0,-0.312
"1197","dupe","anger",0.312,"engañar",-0.312,0,-0.312
"1198","mortality","anger",0.312,"mortalidad",-0.312,0,-0.312
"1199","revving","anger",0.309,"acelerando",-0.309,0,-0.309
"1200","disallowed","anger",0.308,"no permitido",-0.308,0,-0.308
"1201","boisterous","anger",0.307,"bullicioso",-0.307,0,-0.307
"1202","thoughtless","anger",0.307,"desconsiderado",-0.307,0,-0.307
"1203","burial","anger",0.304,"entierro",-0.304,0,-0.304
"1204","wince","anger",0.303,"contraerse de dolor",-0.303,0,-0.303
"1205","theocratic","anger",0.303,"teocrático",-0.303,0,-0.303
"1206","sullen","anger",0.303,"hosco",-0.303,0,-0.303
"1207","involution","anger",0.3,"involución",-0.3,0,-0.3
"1208","misuse","anger",0.297,"mal uso",-0.297,0,-0.297
"1209","taxed","anger",0.297,"gravado",-0.297,0,-0.297
"1210","senseless","anger",0.297,"sin sentido",-0.297,0,-0.297
"1211","talons","anger",0.297,"garras",-0.297,0,-0.297
"1212","stalemate","anger",0.297,"estancamiento",-0.297,0,-0.297
"1213","getyourown","anger",0.297,"consigue uno propio",-0.297,0,-0.297
"1214","hoax","anger",0.297,"broma",-0.297,0,-0.297
"1215","depreciated","anger",0.297,"depreciado",-0.297,0,-0.297
"1216","depressed","anger",0.297,"deprimido",-0.297,0,-0.297
"1217","wasteful","anger",0.297,"antieconómico",-0.297,0,-0.297
"1218","paralysis","anger",0.295,"parálisis",-0.295,0,-0.295
"1219","displaced","anger",0.294,"desplazado",-0.294,0,-0.294
"1220","limited","anger",0.292,"limitado",-0.292,0,-0.292
"1221","disapointment","anger",0.29,"decepción",-0.29,0,-0.29
"1222","orc","anger",0.289,"orco",-0.289,0,-0.289
"1223","ridiculous","anger",0.289,"ridículo",-0.289,0,-0.289
"1224","homeless","anger",0.288,"vagabundo",-0.288,0,-0.288
"1225","spine","anger",0.288,"columna vertebral",-0.288,0,-0.288
"1226","teasing","anger",0.288,"broma",-0.288,0,-0.288
"1227","presumptuous","anger",0.288,"presuntuoso",-0.288,0,-0.288
"1228","react","anger",0.288,"reaccionar",-0.288,0,-0.288
"1229","sharpen","anger",0.288,"afilar",-0.288,0,-0.288
"1230","barrier","anger",0.287,"barrera",-0.287,0,-0.287
"1231","hoot","anger",0.287,"ulular",-0.287,0,-0.287
"1232","twitchy","anger",0.287,"nervioso",-0.287,0,-0.287
"1233","myopia","anger",0.283,"miopía",-0.283,0,-0.283
"1234","flexin","anger",0.281,"flexionando",-0.281,0,-0.281
"1235","lagging","anger",0.281,"rezagado",-0.281,0,-0.281
"1236","contraband","anger",0.281,"contrabando",-0.281,0,-0.281
"1237","incompatible","anger",0.281,"incompatible",-0.281,0,-0.281
"1238","shiver","anger",0.281,"temblar",-0.281,0,-0.281
"1239","spam","anger",0.281,"correo no deseado",-0.281,0,-0.281
"1240","agh","anger",0.281,"agh",-0.281,0,-0.281
"1241","disconnects","anger",0.281,"se desconecta",-0.281,0,-0.281
"1242","delinquent","anger",0.281,"delincuente",-0.281,0,-0.281
"1243","restitution","anger",0.281,"restitución",-0.281,0,-0.281
"1244","foray","anger",0.279,"incursión",-0.279,0,-0.279
"1245","troll","anger",0.279,"troll",-0.279,0,-0.279
"1246","unfairness","anger",0.279,"injusticia",-0.279,0,-0.279
"1247","buffering","anger",0.279,"almacenamiento en búfer",-0.279,0,-0.279
"1248","noncompliance","anger",0.279,"incumplimiento",-0.279,0,-0.279
"1249","nether","anger",0.278,"inferior",-0.278,0,-0.278
"1250","bogus","anger",0.273,"falso",-0.273,0,-0.273
"1251","immaturity","anger",0.273,"inmadurez",-0.273,0,-0.273
"1252","uncaring","anger",0.273,"indiferente",-0.273,0,-0.273
"1253","bugaboo","anger",0.273,"pesadilla",-0.273,0,-0.273
"1254","feisty","anger",0.269,"luchador",-0.269,0,-0.269
"1255","shock","anger",0.269,"choque",-0.269,0,-0.269
"1256","humbug","anger",0.266,"farsante",-0.266,0,-0.266
"1257","notamorningperson","anger",0.266,"persona no matutina",-0.266,0,-0.266
"1258","feminism","anger",0.266,"feminismo",-0.266,0,-0.266
"1259","inoperative","anger",0.266,"inoperante",-0.266,0,-0.266
"1260","bear","anger",0.266,"llevar",-0.266,0,-0.266
"1261","inconvenient","anger",0.266,"inconveniente",-0.266,0,-0.266
"1262","latent","anger",0.266,"latente",-0.266,0,-0.266
"1263","defendant","anger",0.266,"acusado",-0.266,0,-0.266
"1264","nopoint","anger",0.266,"no tiene sentido",-0.266,0,-0.266
"1265","rapping","anger",0.266,"golpecitos",-0.266,0,-0.266
"1266","pry","anger",0.266,"palanca",-0.266,0,-0.266
"1267","quandary","anger",0.266,"dilema",-0.266,0,-0.266
"1268","interrupts","anger",0.265,"interrumpe",-0.265,0,-0.265
"1269","fluctuation","anger",0.265,"fluctuación",-0.265,0,-0.265
"1270","exaggerate","anger",0.263,"exagerar",-0.263,0,-0.263
"1271","lose","anger",0.261,"perder",-0.261,0,-0.261
"1272","patter","anger",0.258,"tamborileo",-0.258,0,-0.258
"1273","furnace","anger",0.258,"horno",-0.258,0,-0.258
"1274","stone","anger",0.258,"piedra",-0.258,0,-0.258
"1275","tease","anger",0.258,"fastidiar",-0.258,0,-0.258
"1276","shoplifting","anger",0.258,"hurto",-0.258,0,-0.258
"1277","soldier","anger",0.258,"soldado",-0.258,0,-0.258
"1278","incompetent","anger",0.257,"incompetente",-0.257,0,-0.257
"1279","indoctrination","anger",0.255,"adoctrinamiento",-0.255,0,-0.255
"1280","rocket","anger",0.25,"cohete",-0.25,0,-0.25
"1281","skid","anger",0.25,"patinar",-0.25,0,-0.25
"1282","noisy","anger",0.25,"ruidoso",-0.25,0,-0.25
"1283","notoriety","anger",0.25,"notoriedad",-0.25,0,-0.25
"1284","cane","anger",0.25,"caña",-0.25,0,-0.25
"1285","unfollow","anger",0.25,"dejar de seguir",-0.25,0,-0.25
"1286","tripping","anger",0.25,"tropezando",-0.25,0,-0.25
"1287","attentionseeker","anger",0.25,"buscador de atención",-0.25,0,-0.25
"1288","mastery","anger",0.25,"maestría",-0.25,0,-0.25
"1289","socialist","anger",0.25,"socialista",-0.25,0,-0.25
"1290","falsehood","anger",0.25,"falsedad",-0.25,0,-0.25
"1291","complicate","anger",0.25,"complicar",-0.25,0,-0.25
"1292","lawyer","anger",0.25,"abogado",-0.25,0,-0.25
"1293","untrue","anger",0.25,"falso",-0.25,0,-0.25
"1294","nonsense","anger",0.25,"disparates",-0.25,0,-0.25
"1295","pouting","anger",0.25,"haciendo pucheros",-0.25,0,-0.25
"1296","witch","anger",0.242,"bruja",-0.242,0,-0.242
"1297","detract","anger",0.242,"detraer",-0.242,0,-0.242
"1298","obstacle","anger",0.242,"obstáculo",-0.242,0,-0.242
"1299","halter","anger",0.242,"cabestro",-0.242,0,-0.242
"1300","fenced","anger",0.242,"cercado",-0.242,0,-0.242
"1301","capslock","anger",0.242,"bloq mayús",-0.242,0,-0.242
"1302","dontunderstand","anger",0.242,"no entiendo",-0.242,0,-0.242
"1303","vampire","anger",0.242,"vampiro",-0.242,0,-0.242
"1304","ringer","anger",0.242,"campanero",-0.242,0,-0.242
"1305","frowning","anger",0.239,"ceñudo",-0.239,0,-0.239
"1306","saber","anger",0.238,"sable",-0.238,0,-0.238
"1307","hunger","anger",0.235,"hambre",-0.235,0,-0.235
"1308","shell","anger",0.234,"caparazón",-0.234,0,-0.234
"1309","wokemeup","anger",0.234,"me despertó",-0.234,0,-0.234
"1310","recession","anger",0.234,"recesión",-0.234,0,-0.234
"1311","failing","anger",0.234,"defecto",-0.234,0,-0.234
"1312","dabbling","anger",0.234,"chapoteando",-0.234,0,-0.234
"1313","politics","anger",0.234,"política",-0.234,0,-0.234
"1314","lava","anger",0.234,"lava",-0.234,0,-0.234
"1315","rascal","anger",0.234,"bribón",-0.234,0,-0.234
"1316","imtryingtosleep","anger",0.234,"estoy intentando dormir",-0.234,0,-0.234
"1317","tariff","anger",0.234,"arancel",-0.234,0,-0.234
"1318","undesirable","anger",0.231,"indeseable",-0.231,0,-0.231
"1319","darkness","anger",0.227,"oscuridad",-0.227,0,-0.227
"1320","versus","anger",0.227,"versus",-0.227,0,-0.227
"1321","copycat","anger",0.227,"imitador",-0.227,0,-0.227
"1322","resign","anger",0.227,"renunciar",-0.227,0,-0.227
"1323","soaked","anger",0.226,"mojado",-0.226,0,-0.226
"1324","unfulfilled","anger",0.225,"incumplido",-0.225,0,-0.225
"1325","abandoned","anger",0.222,"abandonado",-0.222,0,-0.222
"1326","unattainable","anger",0.221,"inalcanzable",-0.221,0,-0.221
"1327","owing","anger",0.221,"debido",-0.221,0,-0.221
"1328","bankruptcy","anger",0.221,"bancarrota",-0.221,0,-0.221
"1329","misconception","anger",0.219,"idea equivocada",-0.219,0,-0.219
"1330","tool","anger",0.219,"herramienta",-0.219,0,-0.219
"1331","warden","anger",0.219,"guardián",-0.219,0,-0.219
"1332","compress","anger",0.219,"comprimir",-0.219,0,-0.219
"1333","mosquito","anger",0.219,"mosquito",-0.219,0,-0.219
"1334","whiny","anger",0.219,"quejumbroso",-0.219,0,-0.219
"1335","somethingigetalot","anger",0.219,"algo igetalot",-0.219,0,-0.219
"1336","confusion","anger",0.219,"confusión",-0.219,0,-0.219
"1337","unhelpful","anger",0.219,"inútil",-0.219,0,-0.219
"1338","twitching","anger",0.219,"espasmos",-0.219,0,-0.219
"1339","nosey","anger",0.213,"curioso",-0.213,0,-0.213
"1340","overpriced","anger",0.212,"caro",-0.212,0,-0.212
"1341","adder","anger",0.212,"sumador",-0.212,0,-0.212
"1342","harry","anger",0.212,"harry",-0.212,0,-0.212
"1343","shortage","anger",0.212,"escasez",-0.212,0,-0.212
"1344","melodrama","anger",0.212,"melodrama",-0.212,0,-0.212
"1345","possession","anger",0.206,"posesión",-0.206,0,-0.206
"1346","desert","anger",0.206,"desierto",-0.206,0,-0.206
"1347","overplayed","anger",0.206,"exagerado",-0.206,0,-0.206
"1348","unpaid","anger",0.203,"no pagado",-0.203,0,-0.203
"1349","powerless","anger",0.203,"impotente",-0.203,0,-0.203
"1350","sentence","anger",0.203,"frase",-0.203,0,-0.203
"1351","inefficient","anger",0.203,"ineficiente",-0.203,0,-0.203
"1352","arraignment","anger",0.203,"acusación",-0.203,0,-0.203
"1353","pout","anger",0.203,"abadejo",-0.203,0,-0.203
"1354","unlucky","anger",0.203,"desafortunado",-0.203,0,-0.203
"1355","rook","anger",0.203,"torre",-0.203,0,-0.203
"1356","backbone","anger",0.203,"columna vertebral",-0.203,0,-0.203
"1357","uninvited","anger",0.203,"no invitado",-0.203,0,-0.203
"1358","court","anger",0.199,"tribunal",-0.199,0,-0.199
"1359","endless","anger",0.198,"sin fin",-0.198,0,-0.198
"1360","adverts","anger",0.197,"anuncios",-0.197,0,-0.197
"1361","distracted","anger",0.197,"distraído",-0.197,0,-0.197
"1362","delay","anger",0.197,"demora",-0.197,0,-0.197
"1363","misstatement","anger",0.197,"declaración errónea",-0.197,0,-0.197
"1364","misunderstanding","anger",0.195,"malentendido",-0.195,0,-0.195
"1365","inadmissible","anger",0.191,"inadmisible",-0.191,0,-0.191
"1366","excite","anger",0.191,"excitar",-0.191,0,-0.191
"1367","lightning","anger",0.189,"relámpago",-0.189,0,-0.189
"1368","preclude","anger",0.188,"imposibilitar",-0.188,0,-0.188
"1369","mournful","anger",0.188,"triste",-0.188,0,-0.188
"1370","insecure","anger",0.188,"inseguro",-0.188,0,-0.188
"1371","incase","anger",0.188,"en caso",-0.188,0,-0.188
"1372","mutter","anger",0.182,"murmurar",-0.182,0,-0.182
"1373","pare","anger",0.182,"cortar",-0.182,0,-0.182
"1374","rating","anger",0.182,"clasificación",-0.182,0,-0.182
"1375","claimant","anger",0.182,"demandante",-0.182,0,-0.182
"1376","insist","anger",0.182,"insistir",-0.182,0,-0.182
"1377","mistress","anger",0.182,"amante",-0.182,0,-0.182
"1378","distracting","anger",0.182,"distrayendo",-0.182,0,-0.182
"1379","opium","anger",0.18,"opio",-0.18,0,-0.18
"1380","deserve","anger",0.176,"merecer",-0.176,0,-0.176
"1381","willful","anger",0.176,"deliberado",-0.176,0,-0.176
"1382","treat","anger",0.175,"tratar",-0.175,0,-0.175
"1383","insists","anger",0.175,"insiste",-0.175,0,-0.175
"1384","excitation","anger",0.172,"excitación",-0.172,0,-0.172
"1385","mighty","anger",0.172,"poderoso",-0.172,0,-0.172
"1386","liberate","anger",0.172,"liberar",-0.172,0,-0.172
"1387","indecisive","anger",0.172,"indeciso",-0.172,0,-0.172
"1388","hormonal","anger",0.172,"hormonal",-0.172,0,-0.172
"1389","peice","anger",0.172,"pedazo",-0.172,0,-0.172
"1390","gibberish","anger",0.172,"algarabía",-0.172,0,-0.172
"1391","misplace","anger",0.172,"perder",-0.172,0,-0.172
"1392","fee","anger",0.172,"tarifa",-0.172,0,-0.172
"1393","thanksalot","anger",0.172,"muchas gracias",-0.172,0,-0.172
"1394","fleece","anger",0.172,"lana",-0.172,0,-0.172
"1395","yelp","anger",0.168,"gañido",-0.168,0,-0.168
"1396","mule","anger",0.167,"mula",-0.167,0,-0.167
"1397","unequal","anger",0.167,"desigual",-0.167,0,-0.167
"1398","hamstring","anger",0.167,"tendón de la corva",-0.167,0,-0.167
"1399","bargaining","anger",0.167,"negociación",-0.167,0,-0.167
"1400","insufficiency","anger",0.167,"insuficiencia",-0.167,0,-0.167
"1401","insignificant","anger",0.167,"insignificante",-0.167,0,-0.167
"1402","attentionseekers","anger",0.163,"buscadores de atención",-0.163,0,-0.163
"1403","coop","anger",0.156,"cooperativa",-0.156,0,-0.156
"1404","rheumatism","anger",0.156,"reumatismo",-0.156,0,-0.156
"1405","forearm","anger",0.156,"antebrazo",-0.156,0,-0.156
"1406","indifference","anger",0.156,"indiferencia",-0.156,0,-0.156
"1407","underpaid","anger",0.152,"poco pagado",-0.152,0,-0.152
"1408","involvement","anger",0.152,"intervención",-0.152,0,-0.152
"1409","justthebeginning","anger",0.152,"solo el principio",-0.152,0,-0.152
"1410","disinformation","anger",0.152,"desinformación",-0.152,0,-0.152
"1411","uncertain","anger",0.152,"incierto",-0.152,0,-0.152
"1412","bee","anger",0.152,"abeja",-0.152,0,-0.152
"1413","attorney","anger",0.152,"abogado",-0.152,0,-0.152
"1414","pretending","anger",0.152,"fingiendo",-0.152,0,-0.152
"1415","campaigning","anger",0.151,"haciendo campaña",-0.151,0,-0.151
"1416","hopelessness","anger",0.149,"desesperación",-0.149,0,-0.149
"1417","feeling","anger",0.147,"sentimiento",-0.147,0,-0.147
"1418","legalized","anger",0.145,"legalizado",-0.145,0,-0.145
"1419","caution","anger",0.145,"precaución",-0.145,0,-0.145
"1420","sterling","anger",0.141,"libra esterlina",-0.141,0,-0.141
"1421","morals","anger",0.141,"moralidad",-0.141,0,-0.141
"1422","subsidy","anger",0.141,"subvención",-0.141,0,-0.141
"1423","obliging","anger",0.141,"servicial",-0.141,0,-0.141
"1424","wimpy","anger",0.14,"debilucho",-0.14,0,-0.14
"1425","bummer","anger",0.139,"gorrón",-0.139,0,-0.139
"1426","saloon","anger",0.136,"salón",-0.136,0,-0.136
"1427","blemish","anger",0.136,"defecto",-0.136,0,-0.136
"1428","misspell","anger",0.136,"escribir mal",-0.136,0,-0.136
"1429","repay","anger",0.136,"pagar",-0.136,0,-0.136
"1430","surcharge","anger",0.136,"recargo",-0.136,0,-0.136
"1431","geez","anger",0.136,"caramba",-0.136,0,-0.136
"1432","birch","anger",0.135,"abedul",-0.135,0,-0.135
"1433","noob","anger",0.133,"novato",-0.133,0,-0.133
"1434","honk","anger",0.133,"bocinazo",-0.133,0,-0.133
"1435","orchestra","anger",0.132,"orquesta",-0.132,0,-0.132
"1436","wireless","anger",0.125,"inalámbrica",-0.125,0,-0.125
"1437","competitive","anger",0.125,"competitivo",-0.125,0,-0.125
"1438","standstill","anger",0.125,"parada",-0.125,0,-0.125
"1439","inattention","anger",0.121,"inatención",-0.121,0,-0.121
"1440","reversal","anger",0.121,"inversión",-0.121,0,-0.121
"1441","lace","anger",0.118,"cordón",-0.118,0,-0.118
"1442","elbow","anger",0.117,"codo",-0.117,0,-0.117
"1443","instinctive","anger",0.112,"instintivo",-0.112,0,-0.112
"1444","chant","anger",0.111,"cantar",-0.111,0,-0.111
"1445","gnome","anger",0.109,"gnomo",-0.109,0,-0.109
"1446","lonely","anger",0.109,"solitaria",-0.109,0,-0.109
"1447","tolerate","anger",0.106,"tolerar",-0.106,0,-0.106
"1448","management","anger",0.102,"administración",-0.102,0,-0.102
"1449","advocacy","anger",0.1,"abogacía",-0.1,0,-0.1
"1450","moral","anger",0.094,"moral",-0.094,0,-0.094
"1451","roadworks","anger",0.091,"obras de carretera",-0.091,0,-0.091
"1452","honest","anger",0.087,"honesto",-0.087,0,-0.087
"1453","gent","anger",0.076,"caballero",-0.076,0,-0.076
"1454","forgetful","anger",0.076,"olvidadizo",-0.076,0,-0.076
"1455","liquor","anger",0.075,"espíritu",-0.075,0,-0.075
"1456","money","anger",0.074,"dinero",-0.074,0,-0.074
"1457","hood","anger",0.071,"capucha",-0.071,0,-0.071
"1458","curriculum","anger",0.063,"plan de estudios",-0.063,0,-0.063
"1459","words","anger",0.062,"palabras",-0.062,0,-0.062
"1460","smell","anger",0.061,"oler",-0.061,0,-0.061
"1461","playful","anger",0.061,"juguetón",-0.061,0,-0.061
"1462","opera","anger",0.061,"ópera",-0.061,0,-0.061
"1463","elf","anger",0.061,"duende",-0.061,0,-0.061
"1464","nurture","anger",0.059,"nutrir",-0.059,0,-0.059
"1465","trumpet","anger",0.059,"trompeta",-0.059,0,-0.059
"1466","counsellor","anger",0.059,"consejero",-0.059,0,-0.059
